# Memristor Strukov (2008) — Simulación numérica
# Generado: 2026-05-18T21:20:17.519648
# scenario: fig2b_unity
time_s,voltage_V,current_A,current_mA,resistance_Ohm,state_variable_x,memristance_Ohm
2.146000e+00,4.427582e-01,3.145768e-05,3.145768e-02,14074.2580,0.121116,14074.2580
2.146100e+00,4.430399e-01,3.147874e-05,3.147874e-02,14073.7888,0.121145,14073.7888
2.146200e+00,4.433215e-01,3.149980e-05,3.149980e-02,14073.3192,0.121175,14073.3192
2.146300e+00,4.436031e-01,3.152086e-05,3.152086e-02,14072.8492,0.121204,14072.8492
2.146400e+00,4.438846e-01,3.154192e-05,3.154192e-02,14072.3789,0.121234,14072.3789
2.146500e+00,4.441661e-01,3.156297e-05,3.156297e-02,14071.9083,0.121264,14071.9083
2.146600e+00,4.444476e-01,3.158403e-05,3.158403e-02,14071.4374,0.121293,14071.4374
2.146700e+00,4.447290e-01,3.160509e-05,3.160509e-02,14070.9661,0.121323,14070.9661
2.146800e+00,4.450103e-01,3.162614e-05,3.162614e-02,14070.4944,0.121353,14070.4944
2.146900e+00,4.452917e-01,3.164719e-05,3.164719e-02,14070.0225,0.121382,14070.0225
2.147000e+00,4.455729e-01,3.166825e-05,3.166825e-02,14069.5501,0.121412,14069.5501
2.147100e+00,4.458542e-01,3.168930e-05,3.168930e-02,14069.0775,0.121442,14069.0775
2.147200e+00,4.461353e-01,3.171035e-05,3.171035e-02,14068.6045,0.121471,14068.6045
2.147300e+00,4.464165e-01,3.173140e-05,3.173140e-02,14068.1312,0.121501,14068.1312
2.147400e+00,4.466976e-01,3.175245e-05,3.175245e-02,14067.6575,0.121531,14067.6575
2.147500e+00,4.469786e-01,3.177349e-05,3.177349e-02,14067.1835,0.121561,14067.1835
2.147600e+00,4.472596e-01,3.179454e-05,3.179454e-02,14066.7092,0.121591,14066.7092
2.147700e+00,4.475406e-01,3.181559e-05,3.181559e-02,14066.2345,0.121620,14066.2345
2.147800e+00,4.478215e-01,3.183663e-05,3.183663e-02,14065.7595,0.121650,14065.7595
2.147900e+00,4.481024e-01,3.185767e-05,3.185767e-02,14065.2841,0.121680,14065.2841
2.148000e+00,4.483832e-01,3.187872e-05,3.187872e-02,14064.8084,0.121710,14064.8084
2.148100e+00,4.486640e-01,3.189976e-05,3.189976e-02,14064.3324,0.121740,14064.3324
2.148200e+00,4.489447e-01,3.192080e-05,3.192080e-02,14063.8560,0.121770,14063.8560
2.148300e+00,4.492254e-01,3.194184e-05,3.194184e-02,14063.3793,0.121800,14063.3793
2.148400e+00,4.495061e-01,3.196288e-05,3.196288e-02,14062.9022,0.121830,14062.9022
2.148500e+00,4.497867e-01,3.198392e-05,3.198392e-02,14062.4248,0.121860,14062.4248
2.148600e+00,4.500673e-01,3.200495e-05,3.200495e-02,14061.9471,0.121890,14061.9471
2.148700e+00,4.503478e-01,3.202599e-05,3.202599e-02,14061.4690,0.121920,14061.4690
2.148800e+00,4.506283e-01,3.204703e-05,3.204703e-02,14060.9906,0.121950,14060.9906
2.148900e+00,4.509087e-01,3.206806e-05,3.206806e-02,14060.5119,0.121980,14060.5119
2.149000e+00,4.511891e-01,3.208909e-05,3.208909e-02,14060.0328,0.122011,14060.0328
2.149100e+00,4.514694e-01,3.211013e-05,3.211013e-02,14059.5534,0.122041,14059.5534
2.149200e+00,4.517497e-01,3.213116e-05,3.213116e-02,14059.0736,0.122071,14059.0736
2.149300e+00,4.520300e-01,3.215219e-05,3.215219e-02,14058.5935,0.122101,14058.5935
2.149400e+00,4.523102e-01,3.217322e-05,3.217322e-02,14058.1131,0.122131,14058.1131
2.149500e+00,4.525904e-01,3.219425e-05,3.219425e-02,14057.6323,0.122161,14057.6323
2.149600e+00,4.528705e-01,3.221527e-05,3.221527e-02,14057.1512,0.122192,14057.1512
2.149700e+00,4.531505e-01,3.223630e-05,3.223630e-02,14056.6697,0.122222,14056.6697
2.149800e+00,4.534306e-01,3.225733e-05,3.225733e-02,14056.1879,0.122252,14056.1879
2.149900e+00,4.537106e-01,3.227835e-05,3.227835e-02,14055.7058,0.122283,14055.7058
2.150000e+00,4.539905e-01,3.229937e-05,3.229937e-02,14055.2233,0.122313,14055.2233
2.150100e+00,4.542704e-01,3.232040e-05,3.232040e-02,14054.7405,0.122343,14054.7405
2.150200e+00,4.545502e-01,3.234142e-05,3.234142e-02,14054.2573,0.122374,14054.2573
2.150300e+00,4.548301e-01,3.236244e-05,3.236244e-02,14053.7738,0.122404,14053.7738
2.150400e+00,4.551098e-01,3.238346e-05,3.238346e-02,14053.2900,0.122435,14053.2900
2.150500e+00,4.553895e-01,3.240448e-05,3.240448e-02,14052.8058,0.122465,14052.8058
2.150600e+00,4.556692e-01,3.242550e-05,3.242550e-02,14052.3213,0.122496,14052.3213
2.150700e+00,4.559488e-01,3.244651e-05,3.244651e-02,14051.8365,0.122526,14051.8365
2.150800e+00,4.562284e-01,3.246753e-05,3.246753e-02,14051.3513,0.122557,14051.3513
2.150900e+00,4.565079e-01,3.248854e-05,3.248854e-02,14050.8658,0.122587,14050.8658
2.151000e+00,4.567874e-01,3.250956e-05,3.250956e-02,14050.3799,0.122618,14050.3799
2.151100e+00,4.570669e-01,3.253057e-05,3.253057e-02,14049.8937,0.122648,14049.8937
2.151200e+00,4.573463e-01,3.255158e-05,3.255158e-02,14049.4072,0.122679,14049.4072
2.151300e+00,4.576256e-01,3.257259e-05,3.257259e-02,14048.9203,0.122709,14048.9203
2.151400e+00,4.579049e-01,3.259360e-05,3.259360e-02,14048.4331,0.122740,14048.4331
2.151500e+00,4.581842e-01,3.261461e-05,3.261461e-02,14047.9455,0.122771,14047.9455
2.151600e+00,4.584634e-01,3.263562e-05,3.263562e-02,14047.4576,0.122801,14047.4576
2.151700e+00,4.587426e-01,3.265663e-05,3.265663e-02,14046.9694,0.122832,14046.9694
2.151800e+00,4.590217e-01,3.267763e-05,3.267763e-02,14046.4808,0.122863,14046.4808
2.151900e+00,4.593008e-01,3.269864e-05,3.269864e-02,14045.9919,0.122894,14045.9919
2.152000e+00,4.595799e-01,3.271964e-05,3.271964e-02,14045.5026,0.122924,14045.5026
2.152100e+00,4.598589e-01,3.274065e-05,3.274065e-02,14045.0130,0.122955,14045.0130
2.152200e+00,4.601378e-01,3.276165e-05,3.276165e-02,14044.5231,0.122986,14044.5231
2.152300e+00,4.604167e-01,3.278265e-05,3.278265e-02,14044.0328,0.123017,14044.0328
2.152400e+00,4.606956e-01,3.280365e-05,3.280365e-02,14043.5422,0.123048,14043.5422
2.152500e+00,4.609744e-01,3.282465e-05,3.282465e-02,14043.0512,0.123079,14043.0512
2.152600e+00,4.612531e-01,3.284565e-05,3.284565e-02,14042.5599,0.123109,14042.5599
2.152700e+00,4.615319e-01,3.286665e-05,3.286665e-02,14042.0683,0.123140,14042.0683
2.152800e+00,4.618105e-01,3.288764e-05,3.288764e-02,14041.5763,0.123171,14041.5763
2.152900e+00,4.620892e-01,3.290864e-05,3.290864e-02,14041.0840,0.123202,14041.0840
2.153000e+00,4.623678e-01,3.292963e-05,3.292963e-02,14040.5914,0.123233,14040.5914
2.153100e+00,4.626463e-01,3.295063e-05,3.295063e-02,14040.0984,0.123264,14040.0984
2.153200e+00,4.629248e-01,3.297162e-05,3.297162e-02,14039.6050,0.123295,14039.6050
2.153300e+00,4.632032e-01,3.299261e-05,3.299261e-02,14039.1114,0.123326,14039.1114
2.153400e+00,4.634816e-01,3.301360e-05,3.301360e-02,14038.6174,0.123357,14038.6174
2.153500e+00,4.637600e-01,3.303459e-05,3.303459e-02,14038.1230,0.123388,14038.1230
2.153600e+00,4.640383e-01,3.305558e-05,3.305558e-02,14037.6283,0.123420,14037.6283
2.153700e+00,4.643166e-01,3.307657e-05,3.307657e-02,14037.1333,0.123451,14037.1333
2.153800e+00,4.645948e-01,3.309755e-05,3.309755e-02,14036.6379,0.123482,14036.6379
2.153900e+00,4.648730e-01,3.311854e-05,3.311854e-02,14036.1422,0.123513,14036.1422
2.154000e+00,4.651511e-01,3.313952e-05,3.313952e-02,14035.6462,0.123544,14035.6462
2.154100e+00,4.654292e-01,3.316051e-05,3.316051e-02,14035.1498,0.123575,14035.1498
2.154200e+00,4.657072e-01,3.318149e-05,3.318149e-02,14034.6530,0.123607,14034.6530
2.154300e+00,4.659852e-01,3.320247e-05,3.320247e-02,14034.1560,0.123638,14034.1560
2.154400e+00,4.662631e-01,3.322345e-05,3.322345e-02,14033.6586,0.123669,14033.6586
2.154500e+00,4.665410e-01,3.324443e-05,3.324443e-02,14033.1608,0.123701,14033.1608
2.154600e+00,4.668189e-01,3.326541e-05,3.326541e-02,14032.6627,0.123732,14032.6627
2.154700e+00,4.670967e-01,3.328639e-05,3.328639e-02,14032.1643,0.123763,14032.1643
2.154800e+00,4.673744e-01,3.330737e-05,3.330737e-02,14031.6655,0.123795,14031.6655
2.154900e+00,4.676521e-01,3.332834e-05,3.332834e-02,14031.1664,0.123826,14031.1664
2.155000e+00,4.679298e-01,3.334932e-05,3.334932e-02,14030.6670,0.123857,14030.6670
2.155100e+00,4.682074e-01,3.337029e-05,3.337029e-02,14030.1672,0.123889,14030.1672
2.155200e+00,4.684850e-01,3.339126e-05,3.339126e-02,14029.6671,0.123920,14029.6671
2.155300e+00,4.687625e-01,3.341224e-05,3.341224e-02,14029.1666,0.123952,14029.1666
2.155400e+00,4.690400e-01,3.343321e-05,3.343321e-02,14028.6658,0.123983,14028.6658
2.155500e+00,4.693175e-01,3.345418e-05,3.345418e-02,14028.1647,0.124015,14028.1647
2.155600e+00,4.695948e-01,3.347514e-05,3.347514e-02,14027.6632,0.124046,14027.6632
2.155700e+00,4.698722e-01,3.349611e-05,3.349611e-02,14027.1614,0.124078,14027.1614
2.155800e+00,4.701495e-01,3.351708e-05,3.351708e-02,14026.6592,0.124109,14026.6592
2.155900e+00,4.704267e-01,3.353805e-05,3.353805e-02,14026.1567,0.124141,14026.1567
2.156000e+00,4.707039e-01,3.355901e-05,3.355901e-02,14025.6538,0.124173,14025.6538
2.156100e+00,4.709811e-01,3.357997e-05,3.357997e-02,14025.1507,0.124204,14025.1507
2.156200e+00,4.712582e-01,3.360094e-05,3.360094e-02,14024.6471,0.124236,14024.6471
2.156300e+00,4.715353e-01,3.362190e-05,3.362190e-02,14024.1433,0.124268,14024.1433
2.156400e+00,4.718123e-01,3.364286e-05,3.364286e-02,14023.6391,0.124299,14023.6391
2.156500e+00,4.720893e-01,3.366382e-05,3.366382e-02,14023.1345,0.124331,14023.1345
2.156600e+00,4.723662e-01,3.368478e-05,3.368478e-02,14022.6296,0.124363,14022.6296
2.156700e+00,4.726431e-01,3.370574e-05,3.370574e-02,14022.1244,0.124395,14022.1244
2.156800e+00,4.729199e-01,3.372669e-05,3.372669e-02,14021.6188,0.124426,14021.6188
2.156900e+00,4.731967e-01,3.374765e-05,3.374765e-02,14021.1129,0.124458,14021.1129
2.157000e+00,4.734734e-01,3.376860e-05,3.376860e-02,14020.6067,0.124490,14020.6067
2.157100e+00,4.737501e-01,3.378956e-05,3.378956e-02,14020.1001,0.124522,14020.1001
2.157200e+00,4.740267e-01,3.381051e-05,3.381051e-02,14019.5932,0.124554,14019.5932
2.157300e+00,4.743033e-01,3.383146e-05,3.383146e-02,14019.0859,0.124586,14019.0859
2.157400e+00,4.745799e-01,3.385241e-05,3.385241e-02,14018.5783,0.124618,14018.5783
2.157500e+00,4.748564e-01,3.387336e-05,3.387336e-02,14018.0704,0.124650,14018.0704
2.157600e+00,4.751328e-01,3.389431e-05,3.389431e-02,14017.5621,0.124682,14017.5621
2.157700e+00,4.754093e-01,3.391526e-05,3.391526e-02,14017.0535,0.124714,14017.0535
2.157800e+00,4.756856e-01,3.393621e-05,3.393621e-02,14016.5445,0.124746,14016.5445
2.157900e+00,4.759619e-01,3.395715e-05,3.395715e-02,14016.0352,0.124778,14016.0352
2.158000e+00,4.762382e-01,3.397810e-05,3.397810e-02,14015.5255,0.124810,14015.5255
2.158100e+00,4.765144e-01,3.399904e-05,3.399904e-02,14015.0155,0.124842,14015.0155
2.158200e+00,4.767906e-01,3.401998e-05,3.401998e-02,14014.5052,0.124874,14014.5052
2.158300e+00,4.770667e-01,3.404093e-05,3.404093e-02,14013.9945,0.124906,14013.9945
2.158400e+00,4.773428e-01,3.406187e-05,3.406187e-02,14013.4835,0.124938,14013.4835
2.158500e+00,4.776188e-01,3.408281e-05,3.408281e-02,14012.9722,0.124970,14012.9722
2.158600e+00,4.778948e-01,3.410374e-05,3.410374e-02,14012.4605,0.125002,14012.4605
2.158700e+00,4.781708e-01,3.412468e-05,3.412468e-02,14011.9485,0.125035,14011.9485
2.158800e+00,4.784467e-01,3.414562e-05,3.414562e-02,14011.4361,0.125067,14011.4361
2.158900e+00,4.787225e-01,3.416656e-05,3.416656e-02,14010.9234,0.125099,14010.9234
2.159000e+00,4.789983e-01,3.418749e-05,3.418749e-02,14010.4103,0.125131,14010.4103
2.159100e+00,4.792741e-01,3.420842e-05,3.420842e-02,14009.8969,0.125164,14009.8969
2.159200e+00,4.795498e-01,3.422936e-05,3.422936e-02,14009.3832,0.125196,14009.3832
2.159300e+00,4.798254e-01,3.425029e-05,3.425029e-02,14008.8691,0.125228,14008.8691
2.159400e+00,4.801010e-01,3.427122e-05,3.427122e-02,14008.3547,0.125261,14008.3547
2.159500e+00,4.803766e-01,3.429215e-05,3.429215e-02,14007.8400,0.125293,14007.8400
2.159600e+00,4.806521e-01,3.431308e-05,3.431308e-02,14007.3249,0.125325,14007.3249
2.159700e+00,4.809276e-01,3.433400e-05,3.433400e-02,14006.8094,0.125358,14006.8094
2.159800e+00,4.812030e-01,3.435493e-05,3.435493e-02,14006.2937,0.125390,14006.2937
2.159900e+00,4.814784e-01,3.437586e-05,3.437586e-02,14005.7776,0.125423,14005.7776
2.160000e+00,4.817537e-01,3.439678e-05,3.439678e-02,14005.2611,0.125455,14005.2611
2.160100e+00,4.820290e-01,3.441771e-05,3.441771e-02,14004.7443,0.125488,14004.7443
2.160200e+00,4.823042e-01,3.443863e-05,3.443863e-02,14004.2272,0.125520,14004.2272
2.160300e+00,4.825794e-01,3.445955e-05,3.445955e-02,14003.7097,0.125553,14003.7097
2.160400e+00,4.828545e-01,3.448047e-05,3.448047e-02,14003.1919,0.125585,14003.1919
2.160500e+00,4.831296e-01,3.450139e-05,3.450139e-02,14002.6737,0.125618,14002.6737
2.160600e+00,4.834046e-01,3.452231e-05,3.452231e-02,14002.1552,0.125651,14002.1552
2.160700e+00,4.836796e-01,3.454323e-05,3.454323e-02,14001.6364,0.125683,14001.6364
2.160800e+00,4.839545e-01,3.456414e-05,3.456414e-02,14001.1172,0.125716,14001.1172
2.160900e+00,4.842294e-01,3.458506e-05,3.458506e-02,14000.5977,0.125749,14000.5977
2.161000e+00,4.845043e-01,3.460597e-05,3.460597e-02,14000.0778,0.125781,14000.0778
2.161100e+00,4.847791e-01,3.462689e-05,3.462689e-02,13999.5576,0.125814,13999.5576
2.161200e+00,4.850538e-01,3.464780e-05,3.464780e-02,13999.0371,0.125847,13999.0371
2.161300e+00,4.853285e-01,3.466871e-05,3.466871e-02,13998.5162,0.125879,13998.5162
2.161400e+00,4.856032e-01,3.468962e-05,3.468962e-02,13997.9950,0.125912,13997.9950
2.161500e+00,4.858778e-01,3.471053e-05,3.471053e-02,13997.4734,0.125945,13997.4734
2.161600e+00,4.861524e-01,3.473144e-05,3.473144e-02,13996.9515,0.125978,13996.9515
2.161700e+00,4.864269e-01,3.475234e-05,3.475234e-02,13996.4292,0.126011,13996.4292
2.161800e+00,4.867013e-01,3.477325e-05,3.477325e-02,13995.9066,0.126044,13995.9066
2.161900e+00,4.869758e-01,3.479416e-05,3.479416e-02,13995.3837,0.126076,13995.3837
2.162000e+00,4.872501e-01,3.481506e-05,3.481506e-02,13994.8604,0.126109,13994.8604
2.162100e+00,4.875244e-01,3.483596e-05,3.483596e-02,13994.3368,0.126142,13994.3368
2.162200e+00,4.877987e-01,3.485687e-05,3.485687e-02,13993.8129,0.126175,13993.8129
2.162300e+00,4.880729e-01,3.487777e-05,3.487777e-02,13993.2886,0.126208,13993.2886
2.162400e+00,4.883471e-01,3.489867e-05,3.489867e-02,13992.7640,0.126241,13992.7640
2.162500e+00,4.886212e-01,3.491957e-05,3.491957e-02,13992.2390,0.126274,13992.2390
2.162600e+00,4.888953e-01,3.494046e-05,3.494046e-02,13991.7137,0.126307,13991.7137
2.162700e+00,4.891694e-01,3.496136e-05,3.496136e-02,13991.1880,0.126340,13991.1880
2.162800e+00,4.894433e-01,3.498226e-05,3.498226e-02,13990.6620,0.126373,13990.6620
2.162900e+00,4.897173e-01,3.500315e-05,3.500315e-02,13990.1357,0.126407,13990.1357
2.163000e+00,4.899912e-01,3.502405e-05,3.502405e-02,13989.6090,0.126440,13989.6090
2.163100e+00,4.902650e-01,3.504494e-05,3.504494e-02,13989.0820,0.126473,13989.0820
2.163200e+00,4.905388e-01,3.506583e-05,3.506583e-02,13988.5546,0.126506,13988.5546
2.163300e+00,4.908125e-01,3.508672e-05,3.508672e-02,13988.0269,0.126539,13988.0269
2.163400e+00,4.910862e-01,3.510761e-05,3.510761e-02,13987.4989,0.126572,13987.4989
2.163500e+00,4.913599e-01,3.512850e-05,3.512850e-02,13986.9705,0.126606,13986.9705
2.163600e+00,4.916334e-01,3.514939e-05,3.514939e-02,13986.4418,0.126639,13986.4418
2.163700e+00,4.919070e-01,3.517027e-05,3.517027e-02,13985.9127,0.126672,13985.9127
2.163800e+00,4.921805e-01,3.519116e-05,3.519116e-02,13985.3833,0.126705,13985.3833
2.163900e+00,4.924539e-01,3.521204e-05,3.521204e-02,13984.8535,0.126739,13984.8535
2.164000e+00,4.927273e-01,3.523293e-05,3.523293e-02,13984.3235,0.126772,13984.3235
2.164100e+00,4.930007e-01,3.525381e-05,3.525381e-02,13983.7930,0.126805,13983.7930
2.164200e+00,4.932740e-01,3.527469e-05,3.527469e-02,13983.2623,0.126839,13983.2623
2.164300e+00,4.935473e-01,3.529557e-05,3.529557e-02,13982.7311,0.126872,13982.7311
2.164400e+00,4.938205e-01,3.531645e-05,3.531645e-02,13982.1997,0.126906,13982.1997
2.164500e+00,4.940936e-01,3.533733e-05,3.533733e-02,13981.6679,0.126939,13981.6679
2.164600e+00,4.943667e-01,3.535821e-05,3.535821e-02,13981.1358,0.126973,13981.1358
2.164700e+00,4.946398e-01,3.537908e-05,3.537908e-02,13980.6033,0.127006,13980.6033
2.164800e+00,4.949128e-01,3.539996e-05,3.539996e-02,13980.0705,0.127040,13980.0705
2.164900e+00,4.951858e-01,3.542083e-05,3.542083e-02,13979.5373,0.127073,13979.5373
2.165000e+00,4.954587e-01,3.544171e-05,3.544171e-02,13979.0038,0.127107,13979.0038
2.165100e+00,4.957315e-01,3.546258e-05,3.546258e-02,13978.4700,0.127140,13978.4700
2.165200e+00,4.960043e-01,3.548345e-05,3.548345e-02,13977.9358,0.127174,13977.9358
2.165300e+00,4.962771e-01,3.550432e-05,3.550432e-02,13977.4012,0.127207,13977.4012
2.165400e+00,4.965498e-01,3.552519e-05,3.552519e-02,13976.8664,0.127241,13976.8664
2.165500e+00,4.968225e-01,3.554606e-05,3.554606e-02,13976.3312,0.127275,13976.3312
2.165600e+00,4.970951e-01,3.556692e-05,3.556692e-02,13975.7956,0.127308,13975.7956
2.165700e+00,4.973677e-01,3.558779e-05,3.558779e-02,13975.2597,0.127342,13975.2597
2.165800e+00,4.976402e-01,3.560866e-05,3.560866e-02,13974.7235,0.127376,13974.7235
2.165900e+00,4.979127e-01,3.562952e-05,3.562952e-02,13974.1869,0.127410,13974.1869
2.166000e+00,4.981851e-01,3.565038e-05,3.565038e-02,13973.6500,0.127443,13973.6500
2.166100e+00,4.984575e-01,3.567124e-05,3.567124e-02,13973.1128,0.127477,13973.1128
2.166200e+00,4.987298e-01,3.569210e-05,3.569210e-02,13972.5752,0.127511,13972.5752
2.166300e+00,4.990021e-01,3.571296e-05,3.571296e-02,13972.0372,0.127545,13972.0372
2.166400e+00,4.992743e-01,3.573382e-05,3.573382e-02,13971.4990,0.127579,13971.4990
2.166500e+00,4.995465e-01,3.575468e-05,3.575468e-02,13970.9603,0.127613,13970.9603
2.166600e+00,4.998186e-01,3.577554e-05,3.577554e-02,13970.4214,0.127646,13970.4214
2.166700e+00,5.000907e-01,3.579639e-05,3.579639e-02,13969.8821,0.127680,13969.8821
2.166800e+00,5.003627e-01,3.581725e-05,3.581725e-02,13969.3424,0.127714,13969.3424
2.166900e+00,5.006347e-01,3.583810e-05,3.583810e-02,13968.8024,0.127748,13968.8024
2.167000e+00,5.009066e-01,3.585895e-05,3.585895e-02,13968.2621,0.127782,13968.2621
2.167100e+00,5.011785e-01,3.587980e-05,3.587980e-02,13967.7215,0.127816,13967.7215
2.167200e+00,5.014503e-01,3.590065e-05,3.590065e-02,13967.1804,0.127850,13967.1804
2.167300e+00,5.017221e-01,3.592150e-05,3.592150e-02,13966.6391,0.127884,13966.6391
2.167400e+00,5.019939e-01,3.594235e-05,3.594235e-02,13966.0974,0.127918,13966.0974
2.167500e+00,5.022655e-01,3.596320e-05,3.596320e-02,13965.5554,0.127952,13965.5554
2.167600e+00,5.025372e-01,3.598404e-05,3.598404e-02,13965.0130,0.127987,13965.0130
2.167700e+00,5.028087e-01,3.600489e-05,3.600489e-02,13964.4703,0.128021,13964.4703
2.167800e+00,5.030803e-01,3.602573e-05,3.602573e-02,13963.9272,0.128055,13963.9272
2.167900e+00,5.033518e-01,3.604658e-05,3.604658e-02,13963.3838,0.128089,13963.3838
2.168000e+00,5.036232e-01,3.606742e-05,3.606742e-02,13962.8401,0.128123,13962.8401
2.168100e+00,5.038946e-01,3.608826e-05,3.608826e-02,13962.2960,0.128157,13962.2960
2.168200e+00,5.041659e-01,3.610910e-05,3.610910e-02,13961.7516,0.128192,13961.7516
2.168300e+00,5.044372e-01,3.612994e-05,3.612994e-02,13961.2068,0.128226,13961.2068
2.168400e+00,5.047084e-01,3.615077e-05,3.615077e-02,13960.6617,0.128260,13960.6617
2.168500e+00,5.049796e-01,3.617161e-05,3.617161e-02,13960.1162,0.128295,13960.1162
2.168600e+00,5.052508e-01,3.619245e-05,3.619245e-02,13959.5705,0.128329,13959.5705
2.168700e+00,5.055218e-01,3.621328e-05,3.621328e-02,13959.0243,0.128363,13959.0243
2.168800e+00,5.057929e-01,3.623411e-05,3.623411e-02,13958.4778,0.128398,13958.4778
2.168900e+00,5.060639e-01,3.625495e-05,3.625495e-02,13957.9310,0.128432,13957.9310
2.169000e+00,5.063348e-01,3.627578e-05,3.627578e-02,13957.3839,0.128466,13957.3839
2.169100e+00,5.066057e-01,3.629661e-05,3.629661e-02,13956.8364,0.128501,13956.8364
2.169200e+00,5.068765e-01,3.631744e-05,3.631744e-02,13956.2885,0.128535,13956.2885
2.169300e+00,5.071473e-01,3.633827e-05,3.633827e-02,13955.7404,0.128570,13955.7404
2.169400e+00,5.074181e-01,3.635909e-05,3.635909e-02,13955.1918,0.128604,13955.1918
2.169500e+00,5.076887e-01,3.637992e-05,3.637992e-02,13954.6430,0.128639,13954.6430
2.169600e+00,5.079594e-01,3.640074e-05,3.640074e-02,13954.0938,0.128673,13954.0938
2.169700e+00,5.082300e-01,3.642157e-05,3.642157e-02,13953.5442,0.128708,13953.5442
2.169800e+00,5.085005e-01,3.644239e-05,3.644239e-02,13952.9943,0.128742,13952.9943
2.169900e+00,5.087710e-01,3.646321e-05,3.646321e-02,13952.4441,0.128777,13952.4441
2.170000e+00,5.090414e-01,3.648403e-05,3.648403e-02,13951.8935,0.128812,13951.8935
2.170100e+00,5.093118e-01,3.650485e-05,3.650485e-02,13951.3426,0.128846,13951.3426
2.170200e+00,5.095821e-01,3.652567e-05,3.652567e-02,13950.7913,0.128881,13950.7913
2.170300e+00,5.098524e-01,3.654649e-05,3.654649e-02,13950.2397,0.128916,13950.2397
2.170400e+00,5.101227e-01,3.656730e-05,3.656730e-02,13949.6878,0.128950,13949.6878
2.170500e+00,5.103928e-01,3.658812e-05,3.658812e-02,13949.1355,0.128985,13949.1355
2.170600e+00,5.106630e-01,3.660893e-05,3.660893e-02,13948.5829,0.129020,13948.5829
2.170700e+00,5.109331e-01,3.662975e-05,3.662975e-02,13948.0299,0.129055,13948.0299
2.170800e+00,5.112031e-01,3.665056e-05,3.665056e-02,13947.4766,0.129090,13947.4766
2.170900e+00,5.114731e-01,3.667137e-05,3.667137e-02,13946.9230,0.129124,13946.9230
2.171000e+00,5.117430e-01,3.669218e-05,3.669218e-02,13946.3690,0.129159,13946.3690
2.171100e+00,5.120129e-01,3.671299e-05,3.671299e-02,13945.8146,0.129194,13945.8146
2.171200e+00,5.122827e-01,3.673380e-05,3.673380e-02,13945.2600,0.129229,13945.2600
2.171300e+00,5.125525e-01,3.675460e-05,3.675460e-02,13944.7049,0.129264,13944.7049
2.171400e+00,5.128222e-01,3.677541e-05,3.677541e-02,13944.1496,0.129299,13944.1496
2.171500e+00,5.130919e-01,3.679621e-05,3.679621e-02,13943.5939,0.129334,13943.5939
2.171600e+00,5.133615e-01,3.681702e-05,3.681702e-02,13943.0378,0.129369,13943.0378
2.171700e+00,5.136311e-01,3.683782e-05,3.683782e-02,13942.4815,0.129404,13942.4815
2.171800e+00,5.139006e-01,3.685862e-05,3.685862e-02,13941.9247,0.129439,13941.9247
2.171900e+00,5.141701e-01,3.687942e-05,3.687942e-02,13941.3677,0.129474,13941.3677
2.172000e+00,5.144395e-01,3.690022e-05,3.690022e-02,13940.8103,0.129509,13940.8103
2.172100e+00,5.147089e-01,3.692102e-05,3.692102e-02,13940.2525,0.129544,13940.2525
2.172200e+00,5.149782e-01,3.694182e-05,3.694182e-02,13939.6944,0.129579,13939.6944
2.172300e+00,5.152475e-01,3.696261e-05,3.696261e-02,13939.1360,0.129614,13939.1360
2.172400e+00,5.155167e-01,3.698341e-05,3.698341e-02,13938.5772,0.129649,13938.5772
2.172500e+00,5.157859e-01,3.700420e-05,3.700420e-02,13938.0181,0.129684,13938.0181
2.172600e+00,5.160550e-01,3.702499e-05,3.702499e-02,13937.4586,0.129720,13937.4586
2.172700e+00,5.163241e-01,3.704578e-05,3.704578e-02,13936.8988,0.129755,13936.8988
2.172800e+00,5.165931e-01,3.706658e-05,3.706658e-02,13936.3387,0.129790,13936.3387
2.172900e+00,5.168621e-01,3.708736e-05,3.708736e-02,13935.7782,0.129825,13935.7782
2.173000e+00,5.171310e-01,3.710815e-05,3.710815e-02,13935.2173,0.129861,13935.2173
2.173100e+00,5.173999e-01,3.712894e-05,3.712894e-02,13934.6562,0.129896,13934.6562
2.173200e+00,5.176687e-01,3.714973e-05,3.714973e-02,13934.0947,0.129931,13934.0947
2.173300e+00,5.179374e-01,3.717051e-05,3.717051e-02,13933.5328,0.129966,13933.5328
2.173400e+00,5.182061e-01,3.719130e-05,3.719130e-02,13932.9706,0.130002,13932.9706
2.173500e+00,5.184748e-01,3.721208e-05,3.721208e-02,13932.4081,0.130037,13932.4081
2.173600e+00,5.187434e-01,3.723286e-05,3.723286e-02,13931.8452,0.130073,13931.8452
2.173700e+00,5.190120e-01,3.725364e-05,3.725364e-02,13931.2820,0.130108,13931.2820
2.173800e+00,5.192805e-01,3.727442e-05,3.727442e-02,13930.7184,0.130143,13930.7184
2.173900e+00,5.195489e-01,3.729520e-05,3.729520e-02,13930.1545,0.130179,13930.1545
2.174000e+00,5.198173e-01,3.731598e-05,3.731598e-02,13929.5902,0.130214,13929.5902
2.174100e+00,5.200857e-01,3.733675e-05,3.733675e-02,13929.0256,0.130250,13929.0256
2.174200e+00,5.203540e-01,3.735753e-05,3.735753e-02,13928.4607,0.130285,13928.4607
