voltage_V,current_mA
0.895805,0.112569
0.895665,0.112577
0.895525,0.112585
0.895386,0.112593
0.895246,0.112600
0.895106,0.112608
0.894966,0.112616
0.894825,0.112623
0.894685,0.112631
0.894545,0.112639
0.894404,0.112647
0.894264,0.112654
0.894123,0.112662
0.893982,0.112670
0.893841,0.112677
0.893701,0.112685
0.893560,0.112693
0.893418,0.112700
0.893277,0.112708
0.893136,0.112716
0.892995,0.112723
0.892853,0.112731
0.892712,0.112739
0.892570,0.112746
0.892428,0.112754
0.892287,0.112762
0.892145,0.112769
0.892003,0.112777
0.891861,0.112785
0.891719,0.112792
0.891576,0.112800
0.891434,0.112807
0.891292,0.112815
0.891149,0.112822
0.891007,0.112830
0.890864,0.112838
0.890721,0.112845
0.890578,0.112853
0.890435,0.112860
0.890292,0.112868
0.890149,0.112875
0.890006,0.112883
0.889863,0.112890
0.889719,0.112898
0.889576,0.112905
0.889432,0.112913
0.889289,0.112920
0.889145,0.112928
0.889001,0.112935
0.888857,0.112943
0.888713,0.112950
0.888569,0.112958
0.888425,0.112965
0.888281,0.112973
0.888136,0.112980
0.887992,0.112988
0.887848,0.112995
0.887703,0.113003
0.887558,0.113010
0.887413,0.113017
0.887269,0.113025
0.887124,0.113032
0.886979,0.113040
0.886833,0.113047
0.886688,0.113054
0.886543,0.113062
0.886398,0.113069
0.886252,0.113077
0.886107,0.113084
0.885961,0.113091
0.885815,0.113099
0.885669,0.113106
0.885523,0.113113
0.885377,0.113121
0.885231,0.113128
0.885085,0.113135
0.884939,0.113143
0.884793,0.113150
0.884646,0.113157
0.884500,0.113165
0.884353,0.113172
0.884206,0.113179
0.884059,0.113187
0.883913,0.113194
0.883766,0.113201
0.883619,0.113208
0.883471,0.113216
0.883324,0.113223
0.883177,0.113230
0.883030,0.113237
0.882882,0.113245
0.882734,0.113252
0.882587,0.113259
0.882439,0.113266
0.882291,0.113273
0.882143,0.113281
0.881995,0.113288
0.881847,0.113295
0.881699,0.113302
0.881551,0.113309
0.881402,0.113317
0.881254,0.113324
0.881105,0.113331
0.880957,0.113338
0.880808,0.113345
0.880659,0.113352
0.880510,0.113359
0.880361,0.113367
0.880212,0.113374
0.880063,0.113381
0.879914,0.113388
0.879765,0.113395
0.879615,0.113402
0.879466,0.113409
0.879316,0.113416
0.879167,0.113423
0.879017,0.113430
0.878867,0.113438
0.878717,0.113445
0.878567,0.113452
0.878417,0.113459
0.878267,0.113466
0.878117,0.113473
0.877966,0.113480
0.877816,0.113487
0.877665,0.113494
0.877515,0.113501
0.877364,0.113508
0.877213,0.113515
0.877062,0.113522
0.876911,0.113529
0.876760,0.113536
0.876609,0.113543
0.876458,0.113550
0.876307,0.113557
0.876155,0.113564
0.876004,0.113571
0.875852,0.113578
0.875701,0.113584
0.875549,0.113591
0.875397,0.113598
0.875245,0.113605
0.875093,0.113612
0.874941,0.113619
0.874789,0.113626
0.874637,0.113633
0.874484,0.113640
0.874332,0.113647
0.874179,0.113653
0.874027,0.113660
0.873874,0.113667
0.873721,0.113674
0.873568,0.113681
0.873415,0.113688
0.873262,0.113695
0.873109,0.113701
0.872956,0.113708
0.872803,0.113715
0.872649,0.113722
0.872496,0.113729
0.872342,0.113735
0.872189,0.113742
0.872035,0.113749
0.871881,0.113756
0.871727,0.113762
0.871573,0.113769
0.871419,0.113776
0.871265,0.113783
0.871111,0.113790
0.870957,0.113796
0.870802,0.113803
0.870648,0.113810
0.870493,0.113816
0.870339,0.113823
0.870184,0.113830
0.870029,0.113837
0.869874,0.113843
0.869719,0.113850
0.869564,0.113857
0.869409,0.113863
0.869253,0.113870
0.869098,0.113877
0.868943,0.113883
0.868787,0.113890
0.868632,0.113896
0.868476,0.113903
0.868320,0.113910
0.868164,0.113916
0.868008,0.113923
0.867852,0.113930
0.867696,0.113936
0.867540,0.113943
0.867384,0.113949
0.867227,0.113956
0.867071,0.113963
0.866914,0.113969
0.866758,0.113976
0.866601,0.113982
0.866444,0.113989
0.866287,0.113995
0.866130,0.114002
0.865973,0.114008
0.865816,0.114015
0.865659,0.114021
0.865501,0.114028
0.865344,0.114034
0.865186,0.114041
0.865029,0.114047
0.864871,0.114054
0.864713,0.114060
0.864556,0.114067
0.864398,0.114073
0.864240,0.114080
0.864082,0.114086
0.863923,0.114093
0.863765,0.114099
0.863607,0.114105
0.863448,0.114112
0.863290,0.114118
0.863131,0.114125
0.862973,0.114131
0.862814,0.114138
0.862655,0.114144
0.862496,0.114150
0.862337,0.114157
0.862178,0.114163
0.862019,0.114169
0.861859,0.114176
0.861700,0.114182
0.861541,0.114188
0.861381,0.114195
0.861221,0.114201
0.861062,0.114207
0.860902,0.114214
0.860742,0.114220
0.860582,0.114226
0.860422,0.114233
0.860262,0.114239
0.860102,0.114245
0.859941,0.114251
0.859781,0.114258
0.859621,0.114264
0.859460,0.114270
0.859299,0.114276
0.859139,0.114283
0.858978,0.114289
0.858817,0.114295
0.858656,0.114301
0.858495,0.114308
0.858334,0.114314
0.858172,0.114320
0.858011,0.114326
0.857850,0.114332
0.857688,0.114339
0.857527,0.114345
0.857365,0.114351
0.857203,0.114357
0.857041,0.114363
0.856880,0.114369
0.856718,0.114376
0.856555,0.114382
0.856393,0.114388
0.856231,0.114394
0.856069,0.114400
0.855906,0.114406
0.855744,0.114412
0.855581,0.114418
0.855419,0.114424
0.855256,0.114430
0.855093,0.114437
0.854930,0.114443
0.854767,0.114449
0.854604,0.114455
0.854441,0.114461
0.854277,0.114467
0.854114,0.114473
0.853951,0.114479
0.853787,0.114485
0.853624,0.114491
0.853460,0.114497
0.853296,0.114503
0.853132,0.114509
0.852968,0.114515
0.852804,0.114521
0.852640,0.114527
0.852476,0.114533
0.852312,0.114539
0.852147,0.114545
0.851983,0.114551
0.851818,0.114556
0.851654,0.114562
0.851489,0.114568
0.851324,0.114574
0.851159,0.114580
0.850994,0.114586
0.850829,0.114592
0.850664,0.114598
0.850499,0.114604
0.850334,0.114610
0.850168,0.114615
0.850003,0.114621
0.849838,0.114627
0.849672,0.114633
0.849506,0.114639
0.849340,0.114645
0.849175,0.114650
0.849009,0.114656
0.848843,0.114662
0.848676,0.114668
0.848510,0.114674
0.848344,0.114679
0.848178,0.114685
0.848011,0.114691
0.847845,0.114697
0.847678,0.114703
0.847511,0.114708
0.847344,0.114714
0.847178,0.114720
0.847011,0.114725
0.846844,0.114731
0.846676,0.114737
0.846509,0.114743
0.846342,0.114748
0.846175,0.114754
0.846007,0.114760
0.845840,0.114765
0.845672,0.114771
0.845504,0.114777
0.845336,0.114782
0.845169,0.114788
0.845001,0.114794
0.844833,0.114799
0.844664,0.114805
0.844496,0.114811
0.844328,0.114816
0.844160,0.114822
0.843991,0.114827
0.843823,0.114833
0.843654,0.114839
0.843485,0.114844
0.843316,0.114850
0.843148,0.114855
0.842979,0.114861
0.842810,0.114866
0.842640,0.114872
0.842471,0.114877
0.842302,0.114883
0.842133,0.114889
0.841963,0.114894
0.841794,0.114900
0.841624,0.114905
0.841454,0.114911
0.841284,0.114916
0.841115,0.114922
0.840945,0.114927
0.840775,0.114932
0.840604,0.114938
0.840434,0.114943
0.840264,0.114949
0.840094,0.114954
0.839923,0.114960
0.839753,0.114965
0.839582,0.114970
0.839411,0.114976
0.839240,0.114981
0.839070,0.114987
0.838899,0.114992
0.838728,0.114997
0.838556,0.115003
0.838385,0.115008
0.838214,0.115014
0.838043,0.115019
0.837871,0.115024
0.837700,0.115030
0.837528,0.115035
0.837356,0.115040
0.837185,0.115046
0.837013,0.115051
0.836841,0.115056
0.836669,0.115061
0.836497,0.115067
0.836324,0.115072
0.836152,0.115077
0.835980,0.115082
0.835807,0.115088
0.835635,0.115093
0.835462,0.115098
0.835290,0.115103
0.835117,0.115109
0.834944,0.115114
0.834771,0.115119
0.834598,0.115124
0.834425,0.115129
0.834252,0.115135
0.834078,0.115140
0.833905,0.115145
0.833732,0.115150
0.833558,0.115155
0.833385,0.115160
0.833211,0.115166
0.833037,0.115171
0.832863,0.115176
0.832689,0.115181
0.832515,0.115186
0.832341,0.115191
0.832167,0.115196
0.831993,0.115201
0.831819,0.115206
0.831644,0.115212
0.831470,0.115217
0.831295,0.115222
0.831120,0.115227
0.830946,0.115232
0.830771,0.115237
0.830596,0.115242
0.830421,0.115247
0.830246,0.115252
0.830071,0.115257
0.829895,0.115262
0.829720,0.115267
0.829545,0.115272
0.829369,0.115277
0.829194,0.115282
0.829018,0.115287
0.828842,0.115292
0.828667,0.115297
0.828491,0.115302
0.828315,0.115306
0.828139,0.115311
0.827962,0.115316
0.827786,0.115321
0.827610,0.115326
0.827434,0.115331
0.827257,0.115336
0.827081,0.115341
0.826904,0.115346
0.826727,0.115351
0.826550,0.115355
0.826374,0.115360
0.826197,0.115365
0.826020,0.115370
0.825842,0.115375
0.825665,0.115380
0.825488,0.115384
0.825311,0.115389
0.825133,0.115394
0.824956,0.115399
0.824778,0.115403
0.824600,0.115408
0.824423,0.115413
0.824245,0.115418
0.824067,0.115423
0.823889,0.115427
0.823711,0.115432
0.823533,0.115437
0.823354,0.115441
0.823176,0.115446
0.822998,0.115451
0.822819,0.115456
0.822641,0.115460
0.822462,0.115465
0.822283,0.115470
0.822104,0.115474
0.821925,0.115479
0.821746,0.115483
0.821567,0.115488
0.821388,0.115493
0.821209,0.115497
0.821030,0.115502
0.820850,0.115507
0.820671,0.115511
0.820491,0.115516
0.820312,0.115520
0.820132,0.115525
0.819952,0.115530
0.819772,0.115534
0.819592,0.115539
0.819412,0.115543
0.819232,0.115548
0.819052,0.115552
0.818872,0.115557
0.818691,0.115561
0.818511,0.115566
0.818330,0.115570
0.818150,0.115575
0.817969,0.115579
0.817788,0.115584
0.817607,0.115588
0.817426,0.115593
0.817245,0.115597
0.817064,0.115601
0.816883,0.115606
0.816702,0.115610
0.816521,0.115615
0.816339,0.115619
0.816158,0.115624
0.815976,0.115628
0.815795,0.115632
0.815613,0.115637
0.815431,0.115641
0.815249,0.115645
0.815067,0.115650
0.814885,0.115654
0.814703,0.115658
0.814521,0.115663
0.814338,0.115667
0.814156,0.115671
0.813974,0.115676
0.813791,0.115680
0.813608,0.115684
0.813426,0.115689
0.813243,0.115693
0.813060,0.115697
0.812877,0.115701
0.812694,0.115706
0.812511,0.115710
0.812328,0.115714
0.812145,0.115718
0.811961,0.115723
0.811778,0.115727
0.811594,0.115731
0.811411,0.115735
0.811227,0.115739
0.811043,0.115744
0.810860,0.115748
0.810676,0.115752
0.810492,0.115756
0.810308,0.115760
0.810124,0.115764
0.809939,0.115768
0.809755,0.115772
0.809571,0.115777
0.809386,0.115781
0.809202,0.115785
0.809017,0.115789
0.808832,0.115793
0.808648,0.115797
0.808463,0.115801
0.808278,0.115805
0.808093,0.115809
0.807908,0.115813
0.807722,0.115817
0.807537,0.115821
0.807352,0.115825
0.807166,0.115829
0.806981,0.115833
0.806795,0.115837
0.806610,0.115841
0.806424,0.115845
0.806238,0.115849
0.806052,0.115853
0.805866,0.115857
0.805680,0.115861
0.805494,0.115865
0.805308,0.115869
0.805122,0.115873
0.804935,0.115877
0.804749,0.115881
0.804562,0.115884
0.804376,0.115888
0.804189,0.115892
0.804002,0.115896
0.803815,0.115900
0.803628,0.115904
0.803441,0.115908
0.803254,0.115911
0.803067,0.115915
0.802880,0.115919
0.802693,0.115923
0.802505,0.115927
0.802318,0.115930
0.802130,0.115934
0.801943,0.115938
0.801755,0.115942
0.801567,0.115945
0.801379,0.115949
0.801191,0.115953
0.801003,0.115957
0.800815,0.115960
0.800627,0.115964
0.800439,0.115968
0.800250,0.115972
0.800062,0.115975
0.799873,0.115979
0.799685,0.115983
0.799496,0.115986
0.799307,0.115990
0.799118,0.115993
0.798930,0.115997
0.798741,0.116001
0.798551,0.116004
0.798362,0.116008
0.798173,0.116012
0.797984,0.116015
0.797794,0.116019
0.797605,0.116022
0.797415,0.116026
0.797226,0.116029
0.797036,0.116033
0.796846,0.116037
0.796657,0.116040
0.796467,0.116044
0.796277,0.116047
0.796087,0.116051
0.795896,0.116054
0.795706,0.116058
0.795516,0.116061
0.795325,0.116065
0.795135,0.116068
0.794944,0.116071
0.794754,0.116075
0.794563,0.116078
0.794372,0.116082
0.794181,0.116085
0.793990,0.116089
0.793799,0.116092
0.793608,0.116095
0.793417,0.116099
0.793226,0.116102
0.793034,0.116105
0.792843,0.116109
0.792652,0.116112
0.792460,0.116116
0.792268,0.116119
0.792077,0.116122
0.791885,0.116125
0.791693,0.116129
0.791501,0.116132
0.791309,0.116135
0.791117,0.116139
0.790925,0.116142
0.790732,0.116145
0.790540,0.116148
0.790348,0.116152
0.790155,0.116155
0.789962,0.116158
0.789770,0.116161
0.789577,0.116165
0.789384,0.116168
0.789191,0.116171
0.788998,0.116174
0.788805,0.116177
0.788612,0.116180
0.788419,0.116184
0.788226,0.116187
0.788032,0.116190
0.787839,0.116193
0.787645,0.116196
0.787452,0.116199
0.787258,0.116202
0.787064,0.116205
0.786870,0.116209
0.786676,0.116212
0.786482,0.116215
0.786288,0.116218
0.786094,0.116221
0.785900,0.116224
0.785706,0.116227
0.785511,0.116230
0.785317,0.116233
0.785122,0.116236
0.784928,0.116239
0.784733,0.116242
0.784538,0.116245
0.784343,0.116248
0.784149,0.116251
0.783954,0.116254
0.783758,0.116257
0.783563,0.116260
0.783368,0.116262
0.783173,0.116265
0.782977,0.116268
0.782782,0.116271
0.782586,0.116274
0.782391,0.116277
0.782195,0.116280
0.781999,0.116283
0.781803,0.116286
0.781608,0.116288
0.781412,0.116291
0.781215,0.116294
0.781019,0.116297
0.780823,0.116300
0.780627,0.116302
0.780430,0.116305
0.780234,0.116308
0.780037,0.116311
0.779841,0.116313
0.779644,0.116316
0.779447,0.116319
0.779250,0.116322
0.779054,0.116324
0.778857,0.116327
0.778659,0.116330
0.778462,0.116333
0.778265,0.116335
0.778068,0.116338
0.777870,0.116341
0.777673,0.116343
0.777475,0.116346
0.777278,0.116348
0.777080,0.116351
0.776882,0.116354
0.776684,0.116356
0.776487,0.116359
0.776289,0.116362
0.776090,0.116364
0.775892,0.116367
0.775694,0.116369
0.775496,0.116372
0.775297,0.116374
0.775099,0.116377
0.774900,0.116379
0.774702,0.116382
0.774503,0.116384
0.774304,0.116387
0.774105,0.116389
0.773907,0.116392
0.773708,0.116394
0.773508,0.116397
0.773309,0.116399
0.773110,0.116402
0.772911,0.116404
0.772711,0.116407
0.772512,0.116409
0.772312,0.116411
0.772113,0.116414
0.771913,0.116416
0.771713,0.116418
0.771514,0.116421
0.771314,0.116423
0.771114,0.116426
0.770914,0.116428
0.770713,0.116430
0.770513,0.116433
0.770313,0.116435
0.770113,0.116437
0.769912,0.116439
0.769712,0.116442
0.769511,0.116444
0.769310,0.116446
0.769110,0.116448
0.768909,0.116451
0.768708,0.116453
0.768507,0.116455
0.768306,0.116457
0.768105,0.116460
0.767904,0.116462
0.767702,0.116464
0.767501,0.116466
0.767299,0.116468
0.767098,0.116470
0.766896,0.116473
0.766695,0.116475
0.766493,0.116477
0.766291,0.116479
0.766089,0.116481
0.765887,0.116483
0.765685,0.116485
0.765483,0.116487
0.765281,0.116489
0.765079,0.116491
0.764876,0.116493
0.764674,0.116496
0.764472,0.116498
0.764269,0.116500
0.764066,0.116502
0.763864,0.116504
0.763661,0.116506
0.763458,0.116508
0.763255,0.116509
0.763052,0.116511
0.762849,0.116513
0.762646,0.116515
0.762443,0.116517
0.762239,0.116519
0.762036,0.116521
0.761832,0.116523
0.761629,0.116525
0.761425,0.116527
0.761221,0.116529
0.761018,0.116530
0.760814,0.116532
0.760610,0.116534
0.760406,0.116536
0.760202,0.116538
0.759998,0.116540
0.759794,0.116541
0.759589,0.116543
0.759385,0.116545
0.759180,0.116547
0.758976,0.116549
0.758771,0.116550
0.758567,0.116552
0.758362,0.116554
0.758157,0.116555
0.757952,0.116557
0.757747,0.116559
0.757542,0.116561
0.757337,0.116562
0.757132,0.116564
0.756927,0.116566
0.756721,0.116567
0.756516,0.116569
0.756310,0.116570
0.756105,0.116572
0.755899,0.116574
0.755693,0.116575
0.755488,0.116577
0.755282,0.116578
0.755076,0.116580
0.754870,0.116582
0.754664,0.116583
0.754458,0.116585
0.754251,0.116586
0.754045,0.116588
0.753839,0.116589
0.753632,0.116591
0.753426,0.116592
0.753219,0.116594
0.753012,0.116595
0.752806,0.116597
0.752599,0.116598
0.752392,0.116599
0.752185,0.116601
0.751978,0.116602
0.751771,0.116604
0.751564,0.116605
0.751356,0.116606
0.751149,0.116608
0.750942,0.116609
0.750734,0.116611
0.750526,0.116612
0.750319,0.116613
0.750111,0.116615
0.749903,0.116616
0.749695,0.116617
0.749487,0.116618
0.749279,0.116620
0.749071,0.116621
0.748863,0.116622
0.748655,0.116624
0.748447,0.116625
0.748238,0.116626
0.748030,0.116627
0.747821,0.116628
0.747613,0.116630
0.747404,0.116631
0.747195,0.116632
0.746986,0.116633
0.746777,0.116634
0.746569,0.116635
0.746359,0.116637
0.746150,0.116638
0.745941,0.116639
0.745732,0.116640
0.745523,0.116641
0.745313,0.116642
0.745104,0.116643
0.744894,0.116644
0.744684,0.116645
0.744475,0.116646
0.744265,0.116647
0.744055,0.116648
0.743845,0.116649
0.743635,0.116650
0.743425,0.116651
0.743215,0.116652
0.743005,0.116653
0.742794,0.116654
0.742584,0.116655
0.742374,0.116656
0.742163,0.116657
0.741952,0.116658
0.741742,0.116659
0.741531,0.116660
0.741320,0.116661
0.741109,0.116661
0.740898,0.116662
0.740687,0.116663
0.740476,0.116664
0.740265,0.116665
0.740054,0.116666
0.739842,0.116666
0.739631,0.116667
0.739420,0.116668
0.739208,0.116669
0.738996,0.116670
0.738785,0.116670
0.738573,0.116671
0.738361,0.116672
0.738149,0.116672
0.737937,0.116673
0.737725,0.116674
0.737513,0.116675
0.737301,0.116675
0.737089,0.116676
0.736876,0.116677
0.736664,0.116677
0.736451,0.116678
0.736239,0.116678
0.736026,0.116679
0.735813,0.116680
0.735601,0.116680
0.735388,0.116681
0.735175,0.116681
0.734962,0.116682
0.734749,0.116682
0.734536,0.116683
0.734323,0.116683
0.734109,0.116684
0.733896,0.116684
0.733682,0.116685
0.733469,0.116685
0.733255,0.116686
0.733042,0.116686
0.732828,0.116687
0.732614,0.116687
0.732400,0.116688
0.732186,0.116688
0.731972,0.116688
0.731758,0.116689
0.731544,0.116689
0.731330,0.116690
0.731116,0.116690
0.730901,0.116690
0.730687,0.116691
0.730472,0.116691
0.730258,0.116691
0.730043,0.116692
0.729828,0.116692
0.729613,0.116692
0.729399,0.116692
0.729184,0.116693
0.728969,0.116693
0.728754,0.116693
0.728538,0.116693
0.728323,0.116693
0.728108,0.116694
0.727892,0.116694
0.727677,0.116694
0.727461,0.116694
0.727246,0.116694
0.727030,0.116694
0.726814,0.116695
0.726599,0.116695
0.726383,0.116695
0.726167,0.116695
0.725951,0.116695
0.725735,0.116695
0.725519,0.116695
0.725302,0.116695
0.725086,0.116695
0.724870,0.116695
0.724653,0.116695
0.724437,0.116695
0.724220,0.116695
0.724003,0.116695
0.723787,0.116695
0.723570,0.116695
0.723353,0.116695
0.723136,0.116695
0.722919,0.116695
0.722702,0.116695
0.722485,0.116695
0.722267,0.116695
0.722050,0.116694
0.721833,0.116694
0.721615,0.116694
0.721398,0.116694
0.721180,0.116694
0.720962,0.116694
0.720745,0.116693
0.720527,0.116693
0.720309,0.116693
0.720091,0.116693
0.719873,0.116693
0.719655,0.116692
0.719437,0.116692
0.719219,0.116692
0.719000,0.116691
0.718782,0.116691
0.718563,0.116691
0.718345,0.116690
0.718126,0.116690
0.717908,0.116690
0.717689,0.116689
0.717470,0.116689
0.717251,0.116689
0.717032,0.116688
0.716813,0.116688
0.716594,0.116687
0.716375,0.116687
0.716156,0.116687
0.715936,0.116686
0.715717,0.116686
0.715498,0.116685
0.715278,0.116685
0.715059,0.116684
0.714839,0.116684
0.714619,0.116683
0.714399,0.116683
0.714180,0.116682
0.713960,0.116681
0.713740,0.116681
0.713520,0.116680
0.713299,0.116680
0.713079,0.116679
0.712859,0.116678
0.712639,0.116678
0.712418,0.116677
0.712198,0.116676
0.711977,0.116676
0.711756,0.116675
0.711536,0.116674
0.711315,0.116674
0.711094,0.116673
0.710873,0.116672
0.710652,0.116671
0.710431,0.116671
0.710210,0.116670
0.709989,0.116669
0.709767,0.116668
0.709546,0.116668
0.709325,0.116667
0.709103,0.116666
0.708882,0.116665
0.708660,0.116664
0.708438,0.116663
0.708217,0.116662
0.707995,0.116662
0.707773,0.116661
0.707551,0.116660
0.707329,0.116659
0.707107,0.116658
0.706885,0.116657
0.706662,0.116656
0.706440,0.116655
0.706218,0.116654
0.705995,0.116653
0.705773,0.116652
0.705550,0.116651
0.705327,0.116650
0.705105,0.116649
0.704882,0.116648
0.704659,0.116647
0.704436,0.116646
0.704213,0.116644
0.703990,0.116643
0.703767,0.116642
0.703544,0.116641
0.703320,0.116640
0.703097,0.116639
0.702873,0.116638
0.702650,0.116636
0.702426,0.116635
0.702203,0.116634
0.701979,0.116633
0.701755,0.116631
0.701531,0.116630
0.701308,0.116629
0.701084,0.116628
0.700859,0.116626
0.700635,0.116625
0.700411,0.116624
0.700187,0.116622
0.699963,0.116621
0.699738,0.116620
0.699514,0.116618
0.699289,0.116617
0.699065,0.116616
0.698840,0.116614
0.698615,0.116613
0.698390,0.116611
0.698165,0.116610
0.697940,0.116608
0.697715,0.116607
0.697490,0.116605
0.697265,0.116604
0.697040,0.116602
0.696815,0.116601
0.696589,0.116599
0.696364,0.116598
0.696138,0.116596
0.695913,0.116595
0.695687,0.116593
0.695461,0.116591
0.695236,0.116590
0.695010,0.116588
0.694784,0.116587
0.694558,0.116585
0.694332,0.116583
0.694106,0.116582
0.693880,0.116580
0.693653,0.116578
0.693427,0.116576
0.693201,0.116575
0.692974,0.116573
0.692748,0.116571
0.692521,0.116569
0.692294,0.116568
0.692068,0.116566
0.691841,0.116564
0.691614,0.116562
0.691387,0.116560
0.691160,0.116558
0.690933,0.116557
0.690706,0.116555
0.690479,0.116553
0.690251,0.116551
0.690024,0.116549
0.689796,0.116547
0.689569,0.116545
0.689341,0.116543
0.689114,0.116541
0.688886,0.116539
0.688658,0.116537
0.688431,0.116535
0.688203,0.116533
0.687975,0.116531
0.687747,0.116529
0.687519,0.116527
0.687290,0.116525
0.687062,0.116523
0.686834,0.116521
0.686605,0.116519
0.686377,0.116516
0.686149,0.116514
0.685920,0.116512
0.685691,0.116510
0.685463,0.116508
0.685234,0.116506
0.685005,0.116503
0.684776,0.116501
0.684547,0.116499
0.684318,0.116497
0.684089,0.116494
0.683860,0.116492
0.683631,0.116490
0.683401,0.116488
0.683172,0.116485
0.682942,0.116483
0.682713,0.116480
0.682483,0.116478
0.682254,0.116476
0.682024,0.116473
0.681794,0.116471
0.681564,0.116469
0.681334,0.116466
0.681104,0.116464
0.680874,0.116461
0.680644,0.116459
0.680414,0.116456
0.680184,0.116454
0.679953,0.116451
0.679723,0.116449
0.679493,0.116446
0.679262,0.116444
0.679031,0.116441
0.678801,0.116438
0.678570,0.116436
0.678339,0.116433
0.678108,0.116431
0.677877,0.116428
0.677646,0.116425
0.677415,0.116423
0.677184,0.116420
0.676953,0.116417
0.676722,0.116414
0.676490,0.116412
0.676259,0.116409
0.676028,0.116406
0.675796,0.116403
0.675564,0.116401
0.675333,0.116398
0.675101,0.116395
0.674869,0.116392
0.674637,0.116389
0.674405,0.116387
0.674173,0.116384
0.673941,0.116381
0.673709,0.116378
0.673477,0.116375
0.673245,0.116372
0.673013,0.116369
0.672780,0.116366
0.672548,0.116363
0.672315,0.116360
0.672083,0.116357
0.671850,0.116354
0.671617,0.116351
0.671384,0.116348
0.671151,0.116345
0.670919,0.116342
0.670686,0.116339
0.670453,0.116336
0.670219,0.116333
0.669986,0.116330
0.669753,0.116326
0.669520,0.116323
0.669286,0.116320
0.669053,0.116317
0.668819,0.116314
0.668586,0.116311
0.668352,0.116307
0.668118,0.116304
0.667885,0.116301
0.667651,0.116298
0.667417,0.116294
0.667183,0.116291
0.666949,0.116288
0.666715,0.116284
0.666480,0.116281
0.666246,0.116278
0.666012,0.116274
0.665777,0.116271
0.665543,0.116267
0.665309,0.116264
0.665074,0.116261
0.664839,0.116257
0.664605,0.116254
0.664370,0.116250
0.664135,0.116247
0.663900,0.116243
0.663665,0.116240
0.663430,0.116236
0.663195,0.116233
0.662960,0.116229
0.662725,0.116225
0.662489,0.116222
0.662254,0.116218
0.662019,0.116215
0.661783,0.116211
0.661547,0.116207
0.661312,0.116204
0.661076,0.116200
0.660840,0.116196
0.660605,0.116192
0.660369,0.116189
0.660133,0.116185
0.659897,0.116181
0.659661,0.116177
0.659425,0.116174
0.659188,0.116170
0.658952,0.116166
0.658716,0.116162
0.658479,0.116158
0.658243,0.116154
0.658006,0.116151
0.657770,0.116147
0.657533,0.116143
0.657296,0.116139
0.657060,0.116135
0.656823,0.116131
0.656586,0.116127
0.656349,0.116123
0.656112,0.116119
0.655875,0.116115
0.655637,0.116111
0.655400,0.116107
0.655163,0.116103
0.654925,0.116099
0.654688,0.116095
0.654451,0.116090
0.654213,0.116086
0.653975,0.116082
0.653738,0.116078
0.653500,0.116074
0.653262,0.116070
0.653024,0.116065
0.652786,0.116061
0.652548,0.116057
0.652310,0.116053
0.652072,0.116048
0.651834,0.116044
0.651595,0.116040
0.651357,0.116036
0.651119,0.116031
0.650880,0.116027
0.650642,0.116022
0.650403,0.116018
0.650164,0.116014
0.649926,0.116009
0.649687,0.116005
0.649448,0.116000
0.649209,0.115996
0.648970,0.115991
0.648731,0.115987
0.648492,0.115982
0.648253,0.115978
0.648014,0.115973
0.647774,0.115969
0.647535,0.115964
0.647295,0.115960
0.647056,0.115955
0.646816,0.115950
0.646577,0.115946
0.646337,0.115941
0.646097,0.115936
0.645858,0.115932
0.645618,0.115927
0.645378,0.115922
0.645138,0.115918
0.644898,0.115913
0.644657,0.115908
0.644417,0.115903
0.644177,0.115899
0.643937,0.115894
0.643696,0.115889
0.643456,0.115884
0.643215,0.115879
0.642975,0.115874
0.642734,0.115869
0.642493,0.115864
0.642253,0.115860
0.642012,0.115855
0.641771,0.115850
0.641530,0.115845
0.641289,0.115840
0.641048,0.115835
0.640807,0.115830
0.640565,0.115825
0.640324,0.115820
0.640083,0.115814
0.639841,0.115809
0.639600,0.115804
0.639358,0.115799
0.639117,0.115794
0.638875,0.115789
0.638634,0.115784
0.638392,0.115778
0.638150,0.115773
0.637908,0.115768
0.637666,0.115763
0.637424,0.115758
0.637182,0.115752
0.636940,0.115747
0.636698,0.115742
0.636455,0.115736
0.636213,0.115731
0.635970,0.115726
0.635728,0.115720
0.635485,0.115715
0.635243,0.115709
0.635000,0.115704
0.634757,0.115699
0.634515,0.115693
0.634272,0.115688
0.634029,0.115682
0.633786,0.115677
0.633543,0.115671
0.633300,0.115666
0.633057,0.115660
0.632813,0.115654
0.632570,0.115649
0.632327,0.115643
0.632083,0.115638
0.631840,0.115632
0.631596,0.115626
0.631353,0.115621
0.631109,0.115615
0.630865,0.115609
0.630622,0.115603
0.630378,0.115598
0.630134,0.115592
0.629890,0.115586
0.629646,0.115580
0.629402,0.115575
0.629158,0.115569
0.628913,0.115563
0.628669,0.115557
0.628425,0.115551
0.628180,0.115545
0.627936,0.115539
0.627691,0.115533
0.627447,0.115527
0.627202,0.115521
0.626957,0.115515
0.626713,0.115509
0.626468,0.115503
0.626223,0.115497
0.625978,0.115491
0.625733,0.115485
0.625488,0.115479
0.625243,0.115473
0.624997,0.115467
0.624752,0.115461
0.624507,0.115454
0.624261,0.115448
0.624016,0.115442
0.623770,0.115436
0.623525,0.115430
0.623279,0.115423
0.623034,0.115417
0.622788,0.115411
0.622542,0.115404
0.622296,0.115398
0.622050,0.115392
