t_s,V_in_V,I_sim_A,x_sim,R_sim_ohm,G_sim_S,P_sim_W
4.736079,0.737346,1.193828e-04,0.617961,6174.42,1.619586e-04,8.802636e-05
4.738079,0.733087,1.194274e-04,0.620349,6136.45,1.629608e-04,8.755064e-05
4.740079,0.728799,1.194681e-04,0.622738,6098.46,1.639758e-04,8.706822e-05
4.742079,0.724482,1.195049e-04,0.625128,6060.46,1.650039e-04,8.657913e-05
4.744079,0.720137,1.195375e-04,0.627519,6022.46,1.660452e-04,8.608336e-05
4.746079,0.715763,1.195661e-04,0.629910,5984.44,1.671001e-04,8.558096e-05
4.748079,0.711361,1.195904e-04,0.632301,5946.41,1.681686e-04,8.507192e-05
4.750079,0.706931,1.196104e-04,0.634693,5908.38,1.692512e-04,8.455627e-05
4.752079,0.702473,1.196260e-04,0.637086,5870.34,1.703479e-04,8.403404e-05
4.754079,0.697987,1.196372e-04,0.639478,5832.30,1.714590e-04,8.350523e-05
4.756079,0.693474,1.196438e-04,0.641871,5794.25,1.725849e-04,8.296987e-05
4.758079,0.688933,1.196458e-04,0.644264,5756.20,1.737256e-04,8.242798e-05
4.760079,0.684365,1.196431e-04,0.646657,5718.16,1.748815e-04,8.187958e-05
4.762079,0.679771,1.196355e-04,0.649050,5680.11,1.760529e-04,8.132469e-05
4.764079,0.675149,1.196230e-04,0.651442,5642.07,1.772399e-04,8.076333e-05
4.766079,0.670500,1.196055e-04,0.653834,5604.03,1.784430e-04,8.019554e-05
4.768079,0.665826,1.195828e-04,0.656226,5566.00,1.796622e-04,7.962132e-05
4.770080,0.661124,1.195550e-04,0.658618,5527.98,1.808980e-04,7.904072e-05
4.772080,0.656397,1.195217e-04,0.661008,5489.97,1.821505e-04,7.845374e-05
4.774080,0.651644,1.194830e-04,0.663399,5451.96,1.834202e-04,7.786042e-05
4.776080,0.646865,1.194388e-04,0.665788,5413.98,1.847072e-04,7.726078e-05
4.778080,0.642061,1.193888e-04,0.668176,5376.00,1.860118e-04,7.665486e-05
4.780080,0.637231,1.193330e-04,0.670563,5338.05,1.873345e-04,7.604267e-05
4.782080,0.632376,1.192712e-04,0.672949,5300.11,1.886754e-04,7.542425e-05
4.784080,0.627496,1.192033e-04,0.675334,5262.19,1.900349e-04,7.479963e-05
4.786080,0.622592,1.191292e-04,0.677717,5224.30,1.914133e-04,7.416883e-05
4.788080,0.617662,1.190487e-04,0.680099,5186.43,1.928110e-04,7.353189e-05
4.790080,0.612709,1.189616e-04,0.682479,5148.58,1.942282e-04,7.288884e-05
4.792080,0.607731,1.188679e-04,0.684857,5110.77,1.956653e-04,7.223972e-05
4.794080,0.602729,1.187673e-04,0.687234,5072.99,1.971226e-04,7.158455e-05
4.796080,0.597704,1.186598e-04,0.689608,5035.24,1.986005e-04,7.092337e-05
4.798080,0.592654,1.185450e-04,0.691980,4997.52,2.000992e-04,7.025623e-05
4.800080,0.587582,1.184229e-04,0.694349,4959.84,2.016193e-04,6.958314e-05
4.802080,0.582486,1.182932e-04,0.696717,4922.21,2.031609e-04,6.890416e-05
4.804080,0.577367,1.181558e-04,0.699081,4884.61,2.047246e-04,6.821932e-05
4.806080,0.572226,1.180105e-04,0.701443,4847.06,2.063105e-04,6.752866e-05
4.808080,0.567062,1.178571e-04,0.703801,4809.56,2.079192e-04,6.683223e-05
4.810080,0.561875,1.176953e-04,0.706157,4772.11,2.095510e-04,6.613006e-05
4.812080,0.556666,1.175250e-04,0.708509,4734.71,2.112062e-04,6.542221e-05
4.814080,0.551436,1.173459e-04,0.710857,4697.37,2.128853e-04,6.470871e-05
4.816080,0.546183,1.171578e-04,0.713202,4660.08,2.145885e-04,6.398961e-05
4.818080,0.540909,1.169605e-04,0.715544,4622.86,2.163164e-04,6.326497e-05
4.820080,0.535614,1.167536e-04,0.717881,4585.70,2.180693e-04,6.253484e-05
4.822080,0.530297,1.165370e-04,0.720213,4548.61,2.198475e-04,6.179926e-05
4.824080,0.524960,1.163104e-04,0.722542,4511.59,2.216516e-04,6.105829e-05
4.826080,0.519601,1.160736e-04,0.724866,4474.64,2.234817e-04,6.031199e-05
4.828080,0.514223,1.158261e-04,0.727184,4437.77,2.253385e-04,5.956042e-05
4.830081,0.508824,1.155678e-04,0.729498,4400.98,2.272222e-04,5.880364e-05
4.832081,0.503405,1.152983e-04,0.731807,4364.27,2.291333e-04,5.804170e-05
4.834081,0.497966,1.150173e-04,0.734110,4327.65,2.310721e-04,5.727469e-05
4.836081,0.492507,1.147246e-04,0.736407,4291.13,2.330390e-04,5.650265e-05
4.838081,0.487029,1.144196e-04,0.738698,4254.70,2.350345e-04,5.572568e-05
4.840081,0.481532,1.141022e-04,0.740983,4218.36,2.370588e-04,5.494383e-05
4.842081,0.476015,1.137720e-04,0.743262,4182.13,2.391125e-04,5.415719e-05
4.844081,0.470480,1.134285e-04,0.745534,4146.01,2.411957e-04,5.336584e-05
4.846081,0.464926,1.130714e-04,0.747799,4110.00,2.433090e-04,5.256986e-05
4.848081,0.459354,1.127002e-04,0.750056,4074.10,2.454527e-04,5.176934e-05
4.850081,0.453764,1.123147e-04,0.752306,4038.33,2.476271e-04,5.096438e-05
4.852081,0.448156,1.119143e-04,0.754548,4002.68,2.498326e-04,5.015506e-05
4.854081,0.442530,1.114986e-04,0.756782,3967.16,2.520695e-04,4.934150e-05
4.856081,0.436887,1.110671e-04,0.759008,3931.78,2.543380e-04,4.852379e-05
4.858081,0.431227,1.106194e-04,0.761225,3896.53,2.566386e-04,4.770204e-05
4.860081,0.425549,1.101551e-04,0.763432,3861.43,2.589714e-04,4.687638e-05
4.862081,0.419855,1.096735e-04,0.765630,3826.48,2.613367e-04,4.604692e-05
4.864081,0.414144,1.091742e-04,0.767818,3791.69,2.637348e-04,4.521380e-05
4.866081,0.408417,1.086566e-04,0.769996,3757.06,2.661658e-04,4.437714e-05
4.868081,0.402673,1.081202e-04,0.772164,3722.59,2.686300e-04,4.353708e-05
4.870081,0.396914,1.075644e-04,0.774321,3688.30,2.711274e-04,4.269379e-05
4.872081,0.391139,1.069886e-04,0.776466,3654.19,2.736583e-04,4.184740e-05
4.874081,0.385349,1.063922e-04,0.778599,3620.27,2.762226e-04,4.099809e-05
4.876081,0.379543,1.057747e-04,0.780721,3586.54,2.788203e-04,4.014603e-05
4.878081,0.373722,1.051353e-04,0.782830,3553.01,2.814516e-04,3.929140e-05
4.880081,0.367887,1.044734e-04,0.784925,3519.69,2.841163e-04,3.843439e-05
4.882081,0.362037,1.037883e-04,0.787008,3486.58,2.868143e-04,3.757521e-05
4.884081,0.356173,1.030793e-04,0.789076,3453.69,2.895454e-04,3.671406e-05
4.886081,0.350295,1.023458e-04,0.791130,3421.03,2.923094e-04,3.585118e-05
4.888081,0.344403,1.015869e-04,0.793169,3388.61,2.951060e-04,3.498679e-05
4.890082,0.338497,1.008019e-04,0.795193,3356.44,2.979349e-04,3.412115e-05
4.892082,0.332578,9.999014e-05,0.797200,3324.52,3.007955e-04,3.325452e-05
4.894082,0.326646,9.915073e-05,0.799191,3292.86,3.036873e-04,3.238717e-05
4.896082,0.320701,9.828290e-05,0.801165,3261.47,3.066098e-04,3.151941e-05
4.898082,0.314743,9.738585e-05,0.803121,3230.37,3.095621e-04,3.065152e-05
4.900082,0.308773,9.645873e-05,0.805059,3199.56,3.125435e-04,2.978385e-05
4.902082,0.302791,9.550072e-05,0.806979,3169.04,3.155529e-04,2.891673e-05
4.904082,0.296796,9.451096e-05,0.808878,3138.84,3.185895e-04,2.805051e-05
4.906082,0.290790,9.348859e-05,0.810758,3108.95,3.216519e-04,2.718558e-05
4.908082,0.284773,9.243274e-05,0.812617,3079.40,3.247389e-04,2.632234e-05
4.910082,0.278744,9.134253e-05,0.814454,3050.18,3.278490e-04,2.546120e-05
4.912082,0.272704,9.021709e-05,0.816269,3021.32,3.309807e-04,2.460261e-05
4.914082,0.266654,8.905553e-05,0.818061,2992.83,3.341321e-04,2.374702e-05
4.916082,0.260593,8.785698e-05,0.819830,2964.71,3.373014e-04,2.289492e-05
4.918082,0.254522,8.662057e-05,0.821574,2936.97,3.404864e-04,2.204681e-05
4.920082,0.248440,8.534542e-05,0.823293,2909.64,3.436850e-04,2.120325e-05
4.922082,0.242349,8.403069e-05,0.824986,2882.72,3.468946e-04,2.036477e-05
4.924082,0.236248,8.267554e-05,0.826653,2856.22,3.501127e-04,1.953197e-05
4.926082,0.230138,8.127916e-05,0.828292,2830.16,3.533364e-04,1.870546e-05
4.928082,0.224019,7.984076e-05,0.829902,2804.56,3.565626e-04,1.788587e-05
4.930082,0.217891,7.835959e-05,0.831483,2779.41,3.597882e-04,1.707387e-05
4.932082,0.211755,7.683492e-05,0.833035,2754.75,3.630096e-04,1.627016e-05
4.934082,0.205610,7.526608e-05,0.834555,2730.58,3.662232e-04,1.547544e-05
4.936082,0.199457,7.365244e-05,0.836043,2706.91,3.694250e-04,1.469048e-05
4.938082,0.193296,7.199345e-05,0.837499,2683.76,3.726111e-04,1.391603e-05
4.940082,0.187127,7.028858e-05,0.838921,2661.15,3.757770e-04,1.315291e-05
4.942082,0.180951,6.853742e-05,0.840309,2639.09,3.789182e-04,1.240193e-05
4.944082,0.174768,6.673961e-05,0.841661,2617.60,3.820299e-04,1.166396e-05
4.946082,0.168578,6.489488e-05,0.842976,2596.68,3.851072e-04,1.093986e-05
4.948082,0.162382,6.300305e-05,0.844254,2576.36,3.881448e-04,1.023053e-05
4.950083,0.156178,6.106407e-05,0.845494,2556.65,3.911375e-04,9.536893e-06
4.952083,0.149969,5.907797e-05,0.846695,2537.56,3.940798e-04,8.859878e-06
4.954083,0.143754,5.704492e-05,0.847855,2519.11,3.969658e-04,8.200440e-06
4.956083,0.137533,5.496519e-05,0.848974,2501.31,3.997898e-04,7.559542e-06
4.958083,0.131307,5.283922e-05,0.850051,2484.19,4.025458e-04,6.938159e-06
4.960083,0.125076,5.066756e-05,0.851085,2467.75,4.052278e-04,6.337274e-06
4.962083,0.118839,4.845092e-05,0.852075,2452.00,4.078296e-04,5.757868e-06
4.964083,0.112598,4.619017e-05,0.853021,2436.97,4.103451e-04,5.200926e-06
4.966083,0.106353,4.388632e-05,0.853920,2422.67,4.127680e-04,4.667424e-06
4.968083,0.100103,4.154055e-05,0.854773,2409.10,4.150923e-04,4.158329e-06
4.970083,0.093849,3.915421e-05,0.855579,2396.29,4.173117e-04,3.674593e-06
4.972083,0.087592,3.672881e-05,0.856337,2384.24,4.194203e-04,3.217145e-06
4.974083,0.081331,3.426602e-05,0.857046,2372.97,4.214122e-04,2.786891e-06
4.976083,0.075067,3.176769e-05,0.857705,2362.49,4.232816e-04,2.384705e-06
4.978083,0.068800,2.923581e-05,0.858314,2352.81,4.250232e-04,2.011424e-06
4.980083,0.062530,2.667256e-05,0.858872,2343.94,4.266315e-04,1.667843e-06
4.982083,0.056258,2.408024e-05,0.859378,2335.89,4.281017e-04,1.354708e-06
4.984083,0.049984,2.146131e-05,0.859832,2328.67,4.294292e-04,1.072715e-06
4.986083,0.043707,1.881836e-05,0.860233,2322.29,4.306098e-04,8.224999e-07
4.988083,0.037429,1.615413e-05,0.860582,2316.75,4.316395e-04,6.046358e-07
4.990083,0.031150,1.347142e-05,0.860877,2312.06,4.325150e-04,4.196295e-07
4.992083,0.024869,1.077319e-05,0.861118,2308.22,4.332333e-04,2.679162e-07
4.994083,0.018587,8.062445e-06,0.861305,2305.25,4.337922e-04,1.498566e-07
4.996083,0.012304,5.342274e-06,0.861438,2303.14,4.341896e-04,6.573383e-08
4.998083,0.006021,2.615816e-06,0.861516,2301.90,4.344242e-04,1.575101e-08
5.000083,-0.000262,-1.137526e-07,0.861540,2301.52,4.344952e-04,2.978085e-11
5.002083,-0.006545,-2.843240e-06,0.861509,2302.01,4.344024e-04,1.860914e-08
5.004083,-0.012828,-5.569453e-06,0.861423,2303.37,4.341460e-04,7.144512e-08
5.006083,-0.019111,-8.289217e-06,0.861283,2305.60,4.337269e-04,1.584112e-07
5.008083,-0.025392,-1.099939e-05,0.861089,2308.69,4.331467e-04,2.792992e-07
5.010084,-0.031673,-1.369690e-05,0.860841,2312.64,4.324071e-04,4.338214e-07
5.012084,-0.037952,-1.637872e-05,0.860538,2317.44,4.315108e-04,6.216123e-07
5.014084,-0.044230,-1.904193e-05,0.860183,2323.09,4.304606e-04,8.422321e-07
5.016084,-0.050507,-2.168369e-05,0.859774,2329.59,4.292601e-04,1.095170e-06
5.018084,-0.056781,-2.430129e-05,0.859313,2336.92,4.279131e-04,1.379848e-06
5.020084,-0.063053,-2.689215e-05,0.858800,2345.08,4.264240e-04,1.695627e-06
5.022084,-0.069322,-2.945381e-05,0.858235,2354.06,4.247973e-04,2.041807e-06
5.024084,-0.075589,-3.198395e-05,0.857619,2363.85,4.230380e-04,2.417639e-06
5.026084,-0.081853,-3.448043e-05,0.856953,2374.44,4.211515e-04,2.822323e-06
5.028084,-0.088113,-3.694126e-05,0.856238,2385.82,4.191433e-04,3.255021e-06
5.030084,-0.094371,-3.936458e-05,0.855473,2397.97,4.170191e-04,3.714856e-06
5.032084,-0.100624,-4.174874e-05,0.854661,2410.89,4.147848e-04,4.200920e-06
5.034084,-0.106873,-4.409223e-05,0.853801,2424.56,4.124464e-04,4.712280e-06
5.036084,-0.113118,-4.639372e-05,0.852895,2438.96,4.100102e-04,5.247983e-06
5.038084,-0.119359,-4.865203e-05,0.851944,2454.10,4.074821e-04,5.807061e-06
5.040084,-0.125595,-5.086614e-05,0.850947,2469.94,4.048685e-04,6.388535e-06
5.042084,-0.131826,-5.303521e-05,0.849907,2486.48,4.021756e-04,6.991423e-06
5.044084,-0.138052,-5.515853e-05,0.848824,2503.70,3.994093e-04,7.614738e-06
5.046084,-0.144272,-5.723555e-05,0.847699,2521.59,3.965759e-04,8.257500e-06
5.048084,-0.150487,-5.926584e-05,0.846533,2540.13,3.936812e-04,8.918733e-06
5.050084,-0.156696,-6.124914e-05,0.845327,2559.31,3.907310e-04,9.597473e-06
5.052084,-0.162898,-6.318529e-05,0.844081,2579.11,3.877311e-04,1.029277e-05
5.054084,-0.169094,-6.507425e-05,0.842798,2599.52,3.846869e-04,1.100368e-05
5.056084,-0.175284,-6.691609e-05,0.841477,2620.52,3.816038e-04,1.172930e-05
5.058084,-0.181466,-6.871100e-05,0.840120,2642.10,3.784869e-04,1.246872e-05
5.060084,-0.187642,-7.045924e-05,0.838727,2664.24,3.753412e-04,1.322108e-05
5.062084,-0.193809,-7.216117e-05,0.837300,2686.93,3.721714e-04,1.398552e-05
5.064084,-0.199970,-7.381723e-05,0.835839,2710.16,3.689821e-04,1.476122e-05
5.066084,-0.206122,-7.542793e-05,0.834346,2733.90,3.657774e-04,1.554737e-05
5.068084,-0.212266,-7.699384e-05,0.832821,2758.15,3.625617e-04,1.634321e-05
5.070085,-0.218402,-7.851560e-05,0.831265,2782.89,3.593386e-04,1.714799e-05
5.072085,-0.224530,-7.999386e-05,0.829679,2808.11,3.561118e-04,1.796099e-05
5.074085,-0.230648,-8.142937e-05,0.828064,2833.79,3.528849e-04,1.878152e-05
5.076085,-0.236757,-8.282288e-05,0.826421,2859.91,3.496609e-04,1.960892e-05
5.078085,-0.242857,-8.417518e-05,0.824750,2886.48,3.464429e-04,2.044255e-05
5.080085,-0.248948,-8.548708e-05,0.823052,2913.47,3.432338e-04,2.128180e-05
5.082085,-0.255028,-8.675943e-05,0.821329,2940.86,3.400361e-04,2.212609e-05
5.084085,-0.261098,-8.799307e-05,0.819581,2968.66,3.368522e-04,2.297486e-05
5.086085,-0.267159,-8.918888e-05,0.817809,2996.84,3.336844e-04,2.382758e-05
5.088085,-0.273208,-9.034773e-05,0.816013,3025.40,3.305348e-04,2.468374e-05
5.090085,-0.279247,-9.147050e-05,0.814194,3054.32,3.274052e-04,2.554286e-05
5.092085,-0.285275,-9.255807e-05,0.812353,3083.59,3.242974e-04,2.640449e-05
5.094085,-0.291291,-9.361132e-05,0.810491,3113.20,3.212130e-04,2.726817e-05
5.096085,-0.297296,-9.463112e-05,0.808608,3143.14,3.181533e-04,2.813349e-05
5.098085,-0.303290,-9.561836e-05,0.806705,3173.40,3.151197e-04,2.900006e-05
5.100085,-0.309271,-9.657388e-05,0.804782,3203.96,3.121134e-04,2.986750e-05
5.102085,-0.315240,-9.749855e-05,0.802841,3234.83,3.091353e-04,3.073545e-05
5.104085,-0.321197,-9.839320e-05,0.800881,3265.98,3.061864e-04,3.160357e-05
5.106085,-0.327141,-9.925865e-05,0.798904,3297.42,3.032675e-04,3.247154e-05
5.108085,-0.333072,-1.000957e-04,0.796910,3329.12,3.003794e-04,3.333906e-05
5.110085,-0.338990,-1.009052e-04,0.794900,3361.09,2.975226e-04,3.420583e-05
5.112085,-0.344894,-1.016879e-04,0.792874,3393.31,2.946976e-04,3.507158e-05
5.114085,-0.350785,-1.024446e-04,0.790832,3425.77,2.919049e-04,3.593604e-05
5.116085,-0.356662,-1.031760e-04,0.788775,3458.47,2.891450e-04,3.679898e-05
5.118085,-0.362525,-1.038828e-04,0.786704,3491.40,2.864179e-04,3.766014e-05
5.120085,-0.368374,-1.045658e-04,0.784619,3524.55,2.837241e-04,3.851932e-05
5.122085,-0.374208,-1.052257e-04,0.782521,3557.91,2.810636e-04,3.937629e-05
5.124085,-0.380027,-1.058631e-04,0.780410,3591.48,2.784366e-04,4.023087e-05
5.126085,-0.385832,-1.064787e-04,0.778286,3625.25,2.758430e-04,4.108285e-05
5.128085,-0.391621,-1.070731e-04,0.776150,3659.21,2.732830e-04,4.193205e-05
5.130086,-0.397394,-1.076470e-04,0.774003,3693.36,2.707565e-04,4.277831e-05
5.132086,-0.403152,-1.082009e-04,0.771844,3727.68,2.682633e-04,4.362146e-05
5.134086,-0.408894,-1.087355e-04,0.769674,3762.18,2.658035e-04,4.446135e-05
5.136086,-0.414620,-1.092513e-04,0.767494,3796.84,2.633767e-04,4.529782e-05
5.138086,-0.420330,-1.097489e-04,0.765304,3831.67,2.609829e-04,4.613074e-05
5.140086,-0.426023,-1.102288e-04,0.763104,3866.65,2.586219e-04,4.695997e-05
5.142086,-0.431699,-1.106915e-04,0.760894,3901.78,2.562933e-04,4.778539e-05
5.144086,-0.437358,-1.111375e-04,0.758676,3937.05,2.539970e-04,4.860688e-05
5.146086,-0.443000,-1.115673e-04,0.756449,3972.47,2.517327e-04,4.942432e-05
5.148086,-0.448624,-1.119815e-04,0.754213,4008.02,2.495000e-04,5.023759e-05
5.150086,-0.454231,-1.123803e-04,0.751969,4043.69,2.472987e-04,5.104660e-05
5.152086,-0.459819,-1.127644e-04,0.749717,4079.49,2.451284e-04,5.185125e-05
5.154086,-0.465390,-1.131340e-04,0.747458,4115.42,2.429888e-04,5.265143e-05
5.156086,-0.470942,-1.134897e-04,0.745192,4151.45,2.408796e-04,5.344706e-05
5.158086,-0.476476,-1.138317e-04,0.742918,4187.60,2.388003e-04,5.423805e-05
5.160086,-0.481990,-1.141606e-04,0.740638,4223.85,2.367507e-04,5.502432e-05
5.162086,-0.487486,-1.144767e-04,0.738352,4260.21,2.347303e-04,5.580578e-05
5.164086,-0.492963,-1.147802e-04,0.736059,4296.66,2.327387e-04,5.658237e-05
5.166086,-0.498420,-1.150717e-04,0.733760,4333.21,2.307757e-04,5.735399e-05
5.168086,-0.503857,-1.153514e-04,0.731456,4369.85,2.288407e-04,5.812060e-05
5.170086,-0.509274,-1.156196e-04,0.729146,4406.58,2.269334e-04,5.888210e-05
5.172086,-0.514672,-1.158767e-04,0.726831,4443.39,2.250534e-04,5.963845e-05
5.174086,-0.520049,-1.161229e-04,0.724511,4480.28,2.232003e-04,6.038958e-05
5.176086,-0.525405,-1.163586e-04,0.722186,4517.25,2.213738e-04,6.113542e-05
5.178086,-0.530741,-1.165840e-04,0.719856,4554.29,2.195734e-04,6.187593e-05
5.180086,-0.536056,-1.167995e-04,0.717522,4591.40,2.177987e-04,6.261103e-05
5.182086,-0.541349,-1.170052e-04,0.715184,4628.57,2.160493e-04,6.334069e-05
5.184086,-0.546622,-1.172014e-04,0.712842,4665.81,2.143249e-04,6.406484e-05
5.186086,-0.551872,-1.173885e-04,0.710496,4703.12,2.126250e-04,6.478344e-05
5.188086,-0.557101,-1.175665e-04,0.708146,4740.47,2.109493e-04,6.549644e-05
5.190087,-0.562308,-1.177358e-04,0.705793,4777.89,2.092974e-04,6.620378e-05
5.192087,-0.567493,-1.178965e-04,0.703437,4815.36,2.076689e-04,6.690543e-05
5.194087,-0.572655,-1.180490e-04,0.701077,4852.87,2.060635e-04,6.760134e-05
5.196087,-0.577795,-1.181933e-04,0.698715,4890.44,2.044807e-04,6.829147e-05
5.198087,-0.582912,-1.183297e-04,0.696349,4928.05,2.029202e-04,6.897577e-05
5.200087,-0.588006,-1.184584e-04,0.693981,4965.70,2.013816e-04,6.965421e-05
5.202087,-0.593076,-1.185796e-04,0.691611,5003.39,1.998646e-04,7.032675e-05
5.204087,-0.598123,-1.186935e-04,0.689238,5041.11,1.983689e-04,7.099335e-05
5.206087,-0.603147,-1.188002e-04,0.686863,5078.88,1.968939e-04,7.165397e-05
5.208087,-0.608147,-1.188999e-04,0.684486,5116.67,1.954395e-04,7.230857e-05
5.210087,-0.613123,-1.189927e-04,0.682107,5154.50,1.940053e-04,7.295713e-05
5.212087,-0.618074,-1.190789e-04,0.679726,5192.35,1.925910e-04,7.359960e-05
5.214087,-0.623001,-1.191586e-04,0.677344,5230.23,1.911961e-04,7.423596e-05
5.216087,-0.627904,-1.192319e-04,0.674960,5268.14,1.898204e-04,7.486618e-05
5.218087,-0.632782,-1.192990e-04,0.672575,5306.06,1.884636e-04,7.549021e-05
5.220087,-0.637635,-1.193600e-04,0.670188,5344.01,1.871253e-04,7.610804e-05
5.222087,-0.642462,-1.194150e-04,0.667800,5381.98,1.858053e-04,7.671964e-05
5.224087,-0.647264,-1.194642e-04,0.665411,5419.96,1.845032e-04,7.732496e-05
5.226087,-0.652041,-1.195078e-04,0.663022,5457.96,1.832187e-04,7.792400e-05
5.228087,-0.656792,-1.195457e-04,0.660631,5495.97,1.819516e-04,7.851671e-05
5.230087,-0.661517,-1.195783e-04,0.658240,5533.99,1.807015e-04,7.910308e-05
5.232087,-0.666216,-1.196054e-04,0.655848,5572.02,1.794682e-04,7.968307e-05
5.234087,-0.670889,-1.196274e-04,0.653456,5610.06,1.782513e-04,8.025667e-05
5.236087,-0.675535,-1.196442e-04,0.651063,5648.10,1.770506e-04,8.082384e-05
5.238087,-0.680154,-1.196560e-04,0.648670,5686.15,1.758659e-04,8.138457e-05
5.240087,-0.684747,-1.196629e-04,0.646277,5724.20,1.746968e-04,8.193884e-05
5.242087,-0.689313,-1.196650e-04,0.643883,5762.26,1.735432e-04,8.248661e-05
5.244087,-0.693851,-1.196624e-04,0.641490,5800.31,1.724046e-04,8.302787e-05
5.246087,-0.698362,-1.196551e-04,0.639097,5838.36,1.712810e-04,8.356260e-05
5.248087,-0.702845,-1.196433e-04,0.636704,5876.41,1.701720e-04,8.409077e-05
5.250088,-0.707301,-1.196271e-04,0.634311,5914.45,1.690774e-04,8.461237e-05
5.252088,-0.711729,-1.196065e-04,0.631919,5952.49,1.679969e-04,8.512737e-05
5.254088,-0.716129,-1.195816e-04,0.629527,5990.52,1.669304e-04,8.563576e-05
5.256088,-0.720500,-1.195524e-04,0.627136,6028.54,1.658775e-04,8.613752e-05
5.258088,-0.724843,-1.195192e-04,0.624745,6066.56,1.648382e-04,8.663264e-05
5.260088,-0.729157,-1.194819e-04,0.622355,6104.56,1.638121e-04,8.712109e-05
5.262088,-0.733443,-1.194406e-04,0.619966,6142.55,1.627990e-04,8.760285e-05
5.264088,-0.737699,-1.193954e-04,0.617577,6180.52,1.617987e-04,8.807792e-05
5.266088,-0.741927,-1.193464e-04,0.615190,6218.48,1.608110e-04,8.854627e-05
5.268088,-0.746125,-1.192936e-04,0.612804,6256.42,1.598357e-04,8.900790e-05
5.270088,-0.750294,-1.192370e-04,0.610418,6294.35,1.588727e-04,8.946278e-05
5.272088,-0.754433,-1.191769e-04,0.608034,6332.26,1.579216e-04,8.991090e-05
5.274088,-0.758542,-1.191131e-04,0.605651,6370.14,1.569823e-04,9.035226e-05
5.276088,-0.762621,-1.190458e-04,0.603270,6408.01,1.560547e-04,9.078683e-05
5.278088,-0.766670,-1.189750e-04,0.600890,6445.86,1.551384e-04,9.121460e-05
5.280088,-0.770689,-1.189008e-04,0.598511,6483.68,1.542335e-04,9.163556e-05
5.282088,-0.774678,-1.188232e-04,0.596134,6521.48,1.533395e-04,9.204971e-05
5.284088,-0.778636,-1.187423e-04,0.593758,6559.25,1.524565e-04,9.245702e-05
5.286088,-0.782563,-1.186581e-04,0.591384,6596.99,1.515842e-04,9.285749e-05
5.288088,-0.786459,-1.185708e-04,0.589012,6634.71,1.507224e-04,9.325111e-05
5.290088,-0.790325,-1.184802e-04,0.586641,6672.40,1.498710e-04,9.363787e-05
5.292088,-0.794159,-1.183866e-04,0.584273,6710.06,1.490299e-04,9.401776e-05
5.294088,-0.797962,-1.182899e-04,0.581906,6747.70,1.481988e-04,9.439077e-05
5.296088,-0.801733,-1.181901e-04,0.579541,6785.29,1.473775e-04,9.475690e-05
5.298088,-0.805472,-1.180874e-04,0.577178,6822.86,1.465661e-04,9.511613e-05
5.300088,-0.809180,-1.179817e-04,0.574818,6860.40,1.457642e-04,9.546846e-05
5.302088,-0.812856,-1.178732e-04,0.572459,6897.90,1.449717e-04,9.581389e-05
5.304088,-0.816500,-1.177617e-04,0.570103,6935.36,1.441886e-04,9.615240e-05
5.306088,-0.820111,-1.176475e-04,0.567749,6972.79,1.434146e-04,9.648400e-05
5.308088,-0.823690,-1.175304e-04,0.565397,7010.18,1.426496e-04,9.680867e-05
5.310089,-0.827237,-1.174106e-04,0.563048,7047.54,1.418935e-04,9.712641e-05
5.312089,-0.830751,-1.172882e-04,0.560701,7084.85,1.411462e-04,9.743722e-05
5.314089,-0.834232,-1.171630e-04,0.558357,7122.13,1.404074e-04,9.774110e-05
5.316089,-0.837680,-1.170352e-04,0.556015,7159.37,1.396771e-04,9.803804e-05
5.318089,-0.841095,-1.169048e-04,0.553675,7196.56,1.389552e-04,9.832804e-05
5.320089,-0.844477,-1.167718e-04,0.551339,7233.72,1.382415e-04,9.861110e-05
5.322089,-0.847826,-1.166362e-04,0.549005,7270.83,1.375359e-04,9.888721e-05
5.324089,-0.851141,-1.164982e-04,0.546673,7307.89,1.368383e-04,9.915638e-05
5.326089,-0.854422,-1.163577e-04,0.544345,7344.92,1.361486e-04,9.941861e-05
5.328089,-0.857670,-1.162147e-04,0.542019,7381.90,1.354666e-04,9.967389e-05
5.330089,-0.860884,-1.160693e-04,0.539696,7418.83,1.347922e-04,9.992222e-05
5.332089,-0.864064,-1.159215e-04,0.537377,7455.71,1.341253e-04,1.001636e-04
5.334089,-0.867210,-1.157714e-04,0.535060,7492.55,1.334659e-04,1.003981e-04
5.336089,-0.870321,-1.156189e-04,0.532746,7529.34,1.328137e-04,1.006256e-04
5.338089,-0.873399,-1.154641e-04,0.530435,7566.08,1.321688e-04,1.008462e-04
5.340089,-0.876441,-1.153070e-04,0.528127,7602.77,1.315309e-04,1.010598e-04
5.342089,-0.879449,-1.151476e-04,0.525823,7639.41,1.309001e-04,1.012665e-04
5.344089,-0.882423,-1.149860e-04,0.523522,7676.00,1.302761e-04,1.014663e-04
5.346089,-0.885361,-1.148222e-04,0.521224,7712.54,1.296589e-04,1.016591e-04
5.348089,-0.888265,-1.146562e-04,0.518929,7749.03,1.290484e-04,1.018451e-04
5.350089,-0.891134,-1.144880e-04,0.516638,7785.46,1.284445e-04,1.020241e-04
5.352089,-0.893967,-1.143177e-04,0.514350,7821.84,1.278472e-04,1.021963e-04
